"X.35830865.","X.NULL.","X.ERR13902112.","X.NULL..1","X.NULL..2","X.AB.310.Genetic.Analyzer.","X.AMPLICON.","X.GENOMIC.","X.PCR."
"33515016","Brazil","DRR491258","2012","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515015","Brazil","DRR491257","2012","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515014","Brazil","DRR491256","2014","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515013","Brazil","DRR491255","2013","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515012","Brazil","DRR491254","2013","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515011","Brazil","DRR491253","2013","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515010","Brazil","DRR491252","2014","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515009","Brazil","DRR491251","2013","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515008","Brazil","DRR491250","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515007","Brazil","DRR491249","2015","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515006","Brazil","DRR491248","2016","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515005","Brazil","DRR491247","2012","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515004","Brazil","DRR491246","2013","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515003","Brazil","DRR491245","2012","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515002","Brazil","DRR491244","2014","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515001","Brazil","DRR491243","2012","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33515000","Brazil","DRR491242","2012","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514999","Brazil","DRR491241","2014","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514998","Brazil","DRR491240","2013","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514997","Brazil","DRR491239","2014","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514996","Brazil","DRR491238","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514995","Brazil","DRR491237","2015","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514994","Brazil","DRR491236","2010","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514993","Brazil","DRR491235","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514992","Brazil","DRR491234","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514991","Brazil","DRR491233","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514990","Brazil","DRR491232","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514989","Brazil","DRR491231","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514988","Brazil","DRR491230","2013","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514987","Brazil","DRR491229","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514986","Brazil","DRR491228","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514985","Brazil","DRR491227","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514984","Brazil","DRR491226","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514983","Brazil","DRR491225","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514982","Brazil","DRR491224","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514981","Brazil","DRR491223","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514980","Brazil","DRR491222","2012","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514979","Brazil","DRR491221","2013","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514978","Brazil","DRR491220","2014","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514977","Brazil","DRR491219","2014","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514976","Brazil","DRR491218","2015","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514975","Brazil","DRR491217","2016","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514974","Brazil","DRR491216","2016","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514973","Brazil","DRR491215","2016","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514972","Brazil","DRR491214","2016","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514971","Brazil","DRR491213","2017","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514970","Brazil","DRR491212","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514969","Brazil","DRR491211","2011","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514968","Brazil","DRR491210","2016","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"33514967","Brazil","DRR491209","2015","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514966","Brazil","DRR491208","2016","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514965","Brazil","DRR491207","2016","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514964","Brazil","DRR491206","2014","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514963","Brazil","DRR491205","2013","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"33514962","Brazil","DRR491204","2013","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"33514961","Brazil","DRR491203","2013","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514960","Brazil","DRR491202","2013","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"33514959","Brazil","DRR491201","2013","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27996005","missing","DRR379126","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27996004","missing","DRR379125","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27996003","missing","DRR379124","missing","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"27996002","missing","DRR379123","missing","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"27996001","missing","DRR379122","missing","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"27996000","missing","DRR379121","missing","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"27995999","missing","DRR379120","missing","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"27995998","missing","DRR379119","missing","NULL","Illumina MiSeq","AMPLICON","GENOMIC","PCR"
"27995997","missing","DRR379118","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995996","missing","DRR379117","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995995","missing","DRR379116","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995994","missing","DRR379115","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995993","missing","DRR379114","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995992","missing","DRR379113","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995991","missing","DRR379112","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995990","missing","DRR379111","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995989","missing","DRR379110","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995988","missing","DRR379109","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995987","missing","DRR379108","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995986","missing","DRR379107","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995985","missing","DRR379106","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995984","missing","DRR379105","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995983","missing","DRR379104","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995982","missing","DRR379103","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995981","missing","DRR379102","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995980","missing","DRR379056","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995979","missing","DRR379055","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995978","missing","DRR379054","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995977","missing","DRR379053","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995976","missing","DRR379052","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995975","missing","DRR379051","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995974","missing","DRR379050","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995973","missing","DRR379049","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995972","missing","DRR379048","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995971","missing","DRR379047","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995970","missing","DRR379046","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995969","missing","DRR379045","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995968","missing","DRR379044","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995967","missing","DRR379043","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995966","missing","DRR379042","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995965","missing","DRR379041","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995964","missing","DRR379040","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995963","missing","DRR379039","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995962","missing","DRR379038","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995961","missing","DRR379037","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995960","missing","DRR379036","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995959","missing","DRR379035","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995958","missing","DRR379034","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995957","missing","DRR379033","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995956","missing","DRR379140","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995955","missing","DRR379139","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995954","missing","DRR379138","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995953","missing","DRR379137","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995952","missing","DRR379136","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995951","missing","DRR379135","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995950","missing","DRR379134","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995949","missing","DRR379133","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995948","missing","DRR379132","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995947","missing","DRR379131","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995946","missing","DRR379130","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995945","missing","DRR379129","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995944","missing","DRR379128","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995943","missing","DRR379127","missing","NULL","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"27995942","missing","DRR379008","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995941","missing","DRR379007","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995940","missing","DRR379006","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995939","missing","DRR379005","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995938","missing","DRR379004","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995937","missing","DRR379003","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995936","missing","DRR379002","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995935","missing","DRR379001","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995934","missing","DRR379000","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995933","missing","DRR378999","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995932","missing","DRR378998","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995931","missing","DRR378997","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995930","missing","DRR378996","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995929","missing","DRR378995","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995928","missing","DRR378994","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995927","missing","DRR378993","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995926","missing","DRR378992","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995925","missing","DRR378991","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995924","missing","DRR378990","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995923","missing","DRR378989","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995922","missing","DRR378988","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995921","missing","DRR378987","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995920","missing","DRR378986","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995919","missing","DRR378985","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995918","missing","DRR379101","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995917","missing","DRR379100","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995916","missing","DRR379099","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995915","missing","DRR379098","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995914","missing","DRR379097","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995913","missing","DRR379096","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995912","missing","DRR379095","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995911","missing","DRR379094","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995910","missing","DRR379093","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995909","missing","DRR379092","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995908","missing","DRR379091","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995907","missing","DRR379090","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995906","missing","DRR379089","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995905","missing","DRR379088","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995904","missing","DRR379087","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995903","missing","DRR379086","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995902","missing","DRR379085","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995901","missing","DRR379084","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995900","missing","DRR379083","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995899","missing","DRR379082","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995898","missing","DRR379081","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995897","missing","DRR379080","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995896","missing","DRR379079","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995895","missing","DRR379078","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995894","missing","DRR378960","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995893","missing","DRR378959","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995892","missing","DRR378958","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995891","missing","DRR378957","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995890","missing","DRR378956","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995889","missing","DRR378955","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995888","missing","DRR378954","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995887","missing","DRR378953","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995886","missing","DRR378952","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995885","missing","DRR378951","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995884","missing","DRR378950","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995883","missing","DRR378949","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995882","missing","DRR378948","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995881","missing","DRR378947","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995880","missing","DRR378946","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995879","missing","DRR378945","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995878","missing","DRR378944","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995877","missing","DRR378943","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995876","missing","DRR378942","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995875","missing","DRR378941","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995874","missing","DRR378940","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995873","missing","DRR378939","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995872","missing","DRR378938","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995871","missing","DRR378937","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995870","missing","DRR379077","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995869","missing","DRR379076","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995868","missing","DRR379075","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995867","missing","DRR379074","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995866","missing","DRR379073","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995865","missing","DRR379072","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995864","missing","DRR379071","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995863","missing","DRR379070","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995862","missing","DRR379069","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995861","missing","DRR379068","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995860","missing","DRR379067","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995859","missing","DRR379066","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995858","missing","DRR379065","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995857","missing","DRR379064","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995856","missing","DRR379063","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995855","missing","DRR379062","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995854","missing","DRR379061","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995853","missing","DRR379060","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995852","missing","DRR379059","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995851","missing","DRR379058","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995850","missing","DRR379057","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995849","missing","DRR379032","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995848","missing","DRR379031","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995847","missing","DRR379030","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995846","missing","DRR379029","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995845","missing","DRR379028","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995844","missing","DRR379027","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995843","missing","DRR379026","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995842","missing","DRR379025","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995841","missing","DRR379024","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995840","missing","DRR379023","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995839","missing","DRR379022","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995838","missing","DRR379021","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995837","missing","DRR379020","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995836","missing","DRR379019","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995835","missing","DRR379018","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995834","missing","DRR379017","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995833","missing","DRR379016","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995832","missing","DRR379015","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995831","missing","DRR379014","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995830","missing","DRR379013","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995829","missing","DRR379012","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995828","missing","DRR379011","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995827","missing","DRR379010","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995826","missing","DRR379009","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995825","missing","DRR378984","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995824","missing","DRR378983","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995823","missing","DRR378982","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995822","missing","DRR378981","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995821","missing","DRR378980","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995820","missing","DRR378979","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995819","missing","DRR378978","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995818","missing","DRR378977","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995817","missing","DRR378976","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995816","missing","DRR378975","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995815","missing","DRR378974","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995814","missing","DRR378973","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995813","missing","DRR378972","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995812","missing","DRR378971","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995811","missing","DRR378970","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995810","missing","DRR378969","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995809","missing","DRR378968","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995808","missing","DRR378967","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995807","missing","DRR378966","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995806","missing","DRR378965","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995805","missing","DRR378964","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995804","missing","DRR378963","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995803","missing","DRR378962","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995802","missing","DRR378961","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995801","missing","DRR378936","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
"27995800","missing","DRR378935","missing","NULL","Illumina HiSeq 2500","AMPLICON","GENOMIC","PCR"
